driverId,driver_career_starts,driver_career_avg_finish,driver_form_ewm_finish,driver_rolling_finish_last3,driver_rolling_finish_last5,driver_season_avg_finish,driver_recent_points_sum5,driver_career_podium_rate,driver_career_win_rate,driver_career_top10_rate,driver_career_dnf_rate,driver_recent_dnf_rate_5,driver_avg_grid_pos_career,driver_grid_to_finish_gain_mean,driver_championship_stand_pos,driver_championship_points,driver_circuit_starts,driver_circuit_avg_finish,driver_circuit_best_finish,driver_circuit_podiums,driver_circuit_podium_rate,driver_circuit_dnf_rate,driver_circuit_recency_weighted_finish,driver_quali_career_avg,driver_quali_rolling_avg_last3,driver_quali_rolling_avg_last5,driver_quali_vs_teammate_diff,constructor_quali_strength,grid_position,is_post_qualifying_feature,driver_historical_pace_median,driver_historical_pace_std,constructorId,constructor_career_starts,constructor_career_avg_finish,constructor_rolling_points_last5,constructor_recent_avg_finish_5,constructor_career_podium_rate,constructor_career_win_rate,constructor_reliability_dnf_rate,constructor_recent_dnf_rate_10,constructor_season_points,constructor_season_rank,constructor_circuit_starts,constructor_circuit_avg_finish,constructor_circuit_podium_rate,constructor_circuit_dnf_rate,constructor_circuit_recency_finish,constructor_pit_duration_mean,constructor_pit_duration_std,raceId,year,round,circuitId,is_monza,positionOrder,points,statusId,actual_grid,is_dnf,is_win,is_podium,is_top5,is_top10
57,104,11.64423076923077,5.517855888843843,6.666666666666667,4.4,4.4,36.0,0.19230769230769232,0.038461538461538464,0.5096153846153846,0.47115384615384615,0.2,9.538461538461538,-2.105769230769231,26.0,0.0,6,16.5,6.0,0,0.0,1.0,16.674877791187697,7.1,7.0,6.4,-4.6,8.7,1.0,1.0,86.3255,7.825619721701366,1,911,10.173435784851812,65.0,3.5,0.2864983534577388,0.11745334796926454,0.4149286498353458,0.1,0.0,12.0,56,10.303571428571429,0.26785714285714285,0.5,10.052986611503986,23.5,1.8,196,1998,6,6,0,1,10.0,1,1,0,1,1,1,1
21,30,11.266666666666667,14.157780255353932,14.666666666666666,12.0,12.0,1.0,0.06666666666666667,0.0,0.5,0.4,0.6,10.666666666666666,-0.6,19.0,0.0,2,13.0,6.0,0,0.0,0.5,12.515572540669313,10.61111111111111,18.666666666666668,18.0,-0.2,8.2,3.0,1.0,87.1405,10.82378741580511,22,398,9.78140703517588,10.0,9.8,0.23869346733668342,0.0678391959798995,0.3844221105527638,0.4,19.0,6.0,24,11.958333333333334,0.08333333333333333,0.5,10.781142017424973,23.5,1.8,196,1998,6,6,0,2,6.0,1,3,0,0,1,1,1
56,70,12.242857142857142,9.429893418364722,8.0,7.2,7.2,11.0,0.12857142857142856,0.0,0.45714285714285713,0.5285714285714286,0.2,8.414285714285715,-3.8285714285714287,15.0,0.0,3,10.333333333333334,3.0,1,0.3333333333333333,0.6666666666666666,9.514835534146693,8.22,7.333333333333333,8.8,0.0,6.8,7.0,1.0,89.3915,7.960250870911022,6,1427,9.589348283111423,35.0,6.2,0.29292221443587946,0.0805886475122635,0.42396636299929924,0.2,65.0,1.0,105,8.00952380952381,0.3333333333333333,0.5142857142857142,7.950759580438506,23.5,1.8,196,1998,6,6,0,3,4.0,1,7,0,0,1,1,1
63,57,12.333333333333334,16.28653842275459,16.333333333333332,16.4,16.4,0.0,0.0,0.0,0.38596491228070173,0.49122807017543857,0.8,15.947368421052632,3.6140350877192984,32.0,0.0,3,7.666666666666667,5.0,0,0.0,0.6666666666666666,7.306667881595569,15.487179487179487,20.333333333333332,18.2,2.6,15.7,8.0,1.0,88.084,13.436089128930378,21,444,14.146396396396396,0.0,17.6,0.018018018018018018,0.0,0.527027027027027,0.9,5.0,9.0,28,14.0,0.0,0.5714285714285714,16.19249513817902,23.5,1.8,196,1998,6,6,0,4,3.0,1,8,0,0,0,1,1
35,38,6.2105263157894735,7.141857637086356,9.0,7.8,7.8,6.0,0.5,0.2894736842105263,0.7368421052631579,0.2894736842105263,0.2,3.210526315789474,-3.0,2.0,78.0,2,11.5,8.0,0,0.0,1.0,11.742213729665345,3.45,5.0,4.0,2.6,2.8,13.0,1.0,87.6835,7.780510548764449,3,665,9.406015037593985,14.0,6.9,0.3669172932330827,0.1548872180451128,0.3894736842105263,0.1,23.0,4.0,40,9.35,0.25,0.475,9.719416306009457,23.5,1.8,196,1998,6,6,0,5,2.0,11,13,0,0,0,1,1
64,55,14.981818181818182,18.77968505264883,19.666666666666668,18.8,18.8,0.0,0.0,0.0,0.2727272727272727,0.6363636363636364,1.0,18.69090909090909,3.709090909090909,21.0,0.0,3,15.333333333333334,10.0,0,0.0,0.6666666666666666,15.890332576493323,20.405405405405407,21.0,21.4,-0.6,15.7,12.0,1.0,83.864,14.777115653782861,21,444,14.146396396396396,0.0,17.6,0.018018018018018018,0.0,0.527027027027027,0.9,5.0,9.0,28,14.0,0.0,0.5714285714285714,16.19249513817902,23.5,1.8,196,1998,6,6,0,6,1.0,11,12,0,0,0,0,1
65,121,12.71900826446281,12.013696034102473,15.0,12.4,12.4,1.0,0.049586776859504134,0.01652892561983471,0.47107438016528924,0.48760330578512395,0.6,12.950413223140496,0.23140495867768596,14.0,5.0,7,11.857142857142858,3.0,1,0.14285714285714285,0.5714285714285714,11.250910382762694,11.442307692307692,6.333333333333333,8.6,-1.8,11.2,9.0,1.0,86.856,8.87558435065699,15,173,12.601156069364162,4.0,10.3,0.017341040462427744,0.0,0.5028901734104047,0.4,12.0,7.0,10,13.8,0.1,0.6,13.078003713796319,23.5,1.8,196,1998,6,6,0,7,0.0,11,9,0,0,0,0,1
71,95,9.43157894736842,12.57240280230418,11.666666666666666,11.0,11.0,0.0,0.43157894736842106,0.22105263157894736,0.5789473684210527,0.37894736842105264,0.6,4.757894736842105,-4.673684210526316,30.0,0.0,6,14.333333333333334,2.0,2,0.3333333333333333,0.6666666666666666,14.15584837987,5.0576923076923075,2.3333333333333335,2.4,-0.8,9.1,15.0,1.0,89.5075,9.112998034285413,17,238,13.697478991596638,0.0,13.3,0.025210084033613446,0.0,0.5462184873949579,0.6,13.0,5.0,14,15.214285714285714,0.0,0.7142857142857143,14.79717892044391,23.5,1.8,196,1998,6,6,0,8,0.0,12,15,0,0,0,0,1
75,22,14.045454545454545,14.881978338924155,14.0,15.8,15.8,0.0,0.0,0.0,0.22727272727272727,0.5909090909090909,0.6,17.227272727272727,3.1818181818181817,18.0,2.0,1,12.0,12.0,0,0.0,1.0,12.0,17.53846153846154,14.666666666666666,15.8,5.4,18.5,19.0,1.0,88.152,10.509954528889393,18,412,16.480582524271846,0.0,14.9,0.0,0.0,0.633495145631068,0.6,0.0,11.0,23,16.52173913043478,0.0,0.6956521739130435,15.290866789759116,23.5,1.8,196,1998,6,6,0,9,0.0,12,19,0,0,0,0,1
30,107,7.271028037383178,4.2302702564593355,2.0,5.2,5.2,24.0,0.5420560747663551,0.2616822429906542,0.6822429906542056,0.32710280373831774,0.2,3.485981308411215,-3.7850467289719627,14.0,4.0,6,7.333333333333333,1.0,3,0.5,0.3333333333333333,7.0381366307706035,2.64,1.3333333333333333,1.4,-7.0,6.8,4.0,1.0,86.686,8.360141299785592,6,1427,9.589348283111423,35.0,6.2,0.29292221443587946,0.0805886475122635,0.42396636299929924,0.2,65.0,1.0,105,8.00952380952381,0.3333333333333333,0.5142857142857142,7.950759580438506,23.5,1.8,196,1998,6,6,0,10,0.0,12,4,0,0,0,0,1
68,5,15.4,14.760768750000004,12.666666666666666,15.4,15.4,0.0,0.0,0.0,0.0,0.6,0.6,15.8,0.4,19.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,14.333333333333334,14.333333333333334,14.333333333333334,-6.0,13.5,20.0,1.0,92.43,5.5794753458774915,25,861,13.098722415795587,0.0,14.7,0.08943089430894309,0.026713124274099883,0.5040650406504065,0.6,21.0,5.0,54,11.62962962962963,0.12962962962962962,0.5370370370370371,13.02914048784558,23.5,1.8,196,1998,6,6,0,11,0.0,12,20,0,0,0,0,0
55,141,10.74468085106383,8.187076512337779,7.0,8.2,8.2,3.0,0.2198581560283688,0.0070921985815602835,0.5602836879432624,0.4326241134751773,0.2,7.085106382978723,-3.6595744680851063,9.0,8.0,8,8.5,2.0,3,0.375,0.5,9.474382064600146,6.32,10.333333333333334,7.4,1.2,11.2,11.0,1.0,89.3165,7.673208779070095,15,173,12.601156069364162,4.0,10.3,0.017341040462427744,0.0,0.5028901734104047,0.4,12.0,7.0,10,13.8,0.1,0.6,13.078003713796319,23.5,1.8,196,1998,6,6,0,12,0.0,6,11,1,0,0,0,0
15,19,12.421052631578947,12.027862243632903,11.333333333333334,13.2,13.2,0.0,0.0,0.0,0.42105263157894735,0.3684210526315789,0.6,14.631578947368421,2.210526315789474,15.0,3.0,1,18.0,18.0,0,0.0,1.0,18.0,15.461538461538462,10.0,13.6,-3.6,13.1,10.0,1.0,88.608,14.000527289660667,20,44,11.613636363636363,0.0,13.0,0.045454545454545456,0.0,0.4318181818181818,0.5,21.0,6.0,2,8.0,0.0,0.5,8.0,23.5,1.8,196,1998,6,6,0,13,0.0,6,10,1,0,0,0,0
44,64,10.25,13.211712236745788,14.0,12.8,12.8,0.0,0.078125,0.015625,0.578125,0.3125,0.4,12.484375,2.234375,11.0,9.0,4,6.5,1.0,1,0.25,0.25,6.052813306296018,12.510204081632653,14.0,12.6,-3.4,13.1,18.0,1.0,87.519,7.455802854540049,20,44,11.613636363636363,0.0,13.0,0.045454545454545456,0.0,0.4318181818181818,0.5,21.0,6.0,2,8.0,0.0,0.5,8.0,23.5,1.8,196,1998,6,6,0,14,0.0,36,18,1,0,0,0,0
23,22,13.454545454545455,13.299600632770021,12.333333333333334,15.6,15.6,0.0,0.045454545454545456,0.0,0.36363636363636365,0.5909090909090909,0.6,8.545454545454545,-4.909090909090909,11.0,13.0,1,16.0,16.0,0,0.0,1.0,16.0,7.076923076923077,5.0,6.2,-1.2,9.1,16.0,1.0,88.264,13.569818304706422,17,238,13.697478991596638,0.0,13.3,0.025210084033613446,0.0,0.5462184873949579,0.6,13.0,5.0,14,15.214285714285714,0.0,0.7142857142857143,14.79717892044391,23.5,1.8,196,1998,6,6,0,15,0.0,22,16,1,0,0,0,0
25,8,8.625,8.313510296875002,9.0,7.6,7.6,9.0,0.125,0.0,0.625,0.375,0.2,7.5,-1.125,14.0,4.0,0,14.0,15.0,0,0.0,0.15,14.0,8.333333333333334,8.666666666666666,7.8,-1.0,8.2,6.0,1.0,86.909,8.942983476602086,22,398,9.78140703517588,10.0,9.8,0.23869346733668342,0.0678391959798995,0.3844221105527638,0.4,19.0,6.0,24,11.958333333333334,0.08333333333333333,0.5,10.781142017424973,23.5,1.8,196,1998,6,6,0,16,0.0,20,6,1,0,0,0,0
76,23,15.73913043478261,15.997808910690166,18.0,16.8,16.8,0.0,0.0,0.0,0.21739130434782608,0.6956521739130435,0.6,16.304347826086957,0.5652173913043478,29.0,0.0,1,7.0,7.0,0,0.0,0.0,7.0,17.5,14.0,15.6,4.0,15.3,17.0,1.0,87.7635,14.484556232865751,24,44,15.75,2.0,15.7,0.022727272727272728,0.0,0.7727272727272727,0.6,6.0,9.0,2,4.5,0.5,0.0,4.5,23.5,1.8,196,1998,6,6,0,17,0.0,22,17,1,0,0,0,0
14,63,9.365079365079366,2.9443393882607993,3.0,2.6,2.6,29.0,0.30158730158730157,0.06349206349206349,0.5873015873015873,0.4444444444444444,0.0,5.698412698412699,-3.6666666666666665,7.0,14.0,3,14.333333333333334,2.0,1,0.3333333333333333,0.6666666666666666,14.234461053232524,5.155555555555556,5.0,4.8,2.2,8.7,2.0,1.0,88.874,7.5270710414161135,1,911,10.173435784851812,65.0,3.5,0.2864983534577388,0.11745334796926454,0.4149286498353458,0.1,0.0,12.0,56,10.303571428571429,0.26785714285714285,0.5,10.052986611503986,23.5,1.8,196,1998,6,6,0,18,0.0,5,2,1,0,0,0,0
22,87,13.264367816091953,13.049638703673217,12.333333333333334,14.6,14.6,2.0,0.034482758620689655,0.0,0.3563218390804598,0.5977011494252874,0.6,10.35632183908046,-2.9080459770114944,18.0,2.0,5,12.6,2.0,1,0.2,0.6,12.076117319104362,9.634615384615385,6.666666666666667,8.8,0.0,15.3,14.0,1.0,87.2465,11.141735869067986,24,44,15.75,2.0,15.7,0.022727272727272728,0.0,0.7727272727272727,0.6,6.0,9.0,2,4.5,0.5,0.0,4.5,23.5,1.8,196,1998,6,6,0,19,0.0,22,14,1,0,0,0,0
49,71,10.605633802816902,6.488769313334849,7.333333333333333,6.0,6.0,8.0,0.1267605633802817,0.014084507042253521,0.6056338028169014,0.4225352112676056,0.0,8.070422535211268,-2.535211267605634,7.0,2.0,4,11.5,4.0,0,0.0,0.75,10.80335828154325,8.096153846153847,5.666666666666667,7.4,-7.6,2.8,5.0,1.0,90.054,7.885940783465004,3,665,9.406015037593985,14.0,6.9,0.3669172932330827,0.1548872180451128,0.3894736842105263,0.1,23.0,4.0,40,9.35,0.25,0.475,9.719416306009457,23.5,1.8,196,1998,6,6,0,20,0.0,4,5,1,0,0,0,0
74,5,14.0,13.65149375,13.0,14.0,14.0,0.0,0.0,0.0,0.2,0.6,0.6,18.8,4.8,14.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,18.666666666666668,18.666666666666668,18.666666666666668,-1.0,18.5,21.0,1.0,93.1715,7.52556802791931,18,412,16.480582524271846,0.0,14.9,0.0,0.0,0.633495145631068,0.6,0.0,11.0,23,16.52173913043478,0.0,0.6956521739130435,15.290866789759116,23.5,1.8,196,1998,6,6,0,21,0.0,20,21,1,0,0,0,0
73,21,14.333333333333334,13.787025759446035,13.666666666666666,15.6,13.5,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.8,19.61904761904762,5.285714285714286,18.0,0.0,1,15.0,15.0,0,0.0,1.0,15.0,19.6,20.0,20.0,8.2,13.5,0.0,1.0,94.846,13.209880890823184,25,861,13.098722415795587,0.0,14.7,0.08943089430894309,0.026713124274099883,0.5040650406504065,0.6,21.0,5.0,54,11.62962962962963,0.12962962962962962,0.5370370370370371,13.02914048784558,23.5,1.8,196,1998,6,6,0,22,0.0,81,0,1,0,0,0,0
30,108,7.296296296296297,6.249675666698568,5.0,3.8,6.0,24.0,0.5370370370370371,0.25925925925925924,0.6851851851851852,0.32407407407407407,0.0,3.490740740740741,-3.8055555555555554,14.0,4.0,6,3.8333333333333335,1.0,4,0.6666666666666666,0.16666666666666666,4.136229441035166,2.64,1.3333333333333333,1.4,-7.0,6.8,3.0,1.0,86.232,7.960899242658427,6,1429,9.585024492652204,36.0,5.4,0.2932120363890833,0.08047585724282715,0.42337298810356894,0.1,65.0,1.0,37,10.35135135135135,0.35135135135135137,0.43243243243243246,11.094970430993765,23.5,1.8,197,1998,7,7,0,1,10.0,1,3,0,1,1,1,1
21,31,10.96774193548387,9.902557165980058,13.0,10.4,10.333333333333334,7.0,0.0967741935483871,0.0,0.5161290322580645,0.3870967741935484,0.4,10.419354838709678,-0.5483870967741935,19.0,0.0,2,5.5,3.0,1,0.5,0.0,5.326990193096183,10.61111111111111,18.666666666666668,18.0,-0.2,8.2,4.0,1.0,86.406,8.893055770481697,22,400,9.7775,16.0,9.9,0.24,0.0675,0.385,0.4,19.0,6.0,22,12.363636363636363,0.36363636363636365,0.5454545454545454,10.689837944119306,23.5,1.8,197,1998,7,7,0,2,6.0,1,4,0,0,1,1,1
56,71,12.112676056338028,7.179430721937071,8.0,7.0,6.5,12.0,0.14084507042253522,0.0,0.4647887323943662,0.5211267605633803,0.2,8.394366197183098,-3.7183098591549295,15.0,0.0,4,17.25,3.0,1,0.25,0.75,17.517389401225493,8.22,7.333333333333333,8.8,0.0,6.8,8.0,1.0,89.343,6.925144507130033,6,1429,9.585024492652204,36.0,5.4,0.2932120363890833,0.08047585724282715,0.42337298810356894,0.1,65.0,1.0,37,10.35135135135135,0.35135135135135137,0.43243243243243246,11.094970430993765,23.5,1.8,197,1998,7,7,0,3,4.0,1,8,0,0,1,1,1
25,9,9.444444444444445,11.00378169296875,13.0,9.4,9.0,9.0,0.1111111111111111,0.0,0.5555555555555556,0.4444444444444444,0.4,7.333333333333333,-2.111111111111111,14.0,4.0,1,14.0,14.0,0,0.0,1.0,14.0,8.333333333333334,8.666666666666666,7.8,-1.0,8.2,11.0,1.0,86.706,8.624428711457728,22,400,9.7775,16.0,9.9,0.24,0.0675,0.385,0.4,19.0,6.0,22,12.363636363636363,0.36363636363636365,0.5454545454545454,10.689837944119306,23.5,1.8,197,1998,7,7,0,4,3.0,1,11,0,0,0,1,1
22,88,13.329545454545455,15.132265157387591,15.333333333333334,14.0,15.333333333333334,2.0,0.03409090909090909,0.0,0.3522727272727273,0.6022727272727273,0.6,10.397727272727273,-2.9318181818181817,18.0,2.0,5,12.8,2.0,1,0.2,0.6,12.646480784260744,9.634615384615385,6.666666666666667,8.8,0.0,15.3,13.0,1.0,87.3775,11.083210121128905,24,46,15.847826086956522,2.0,15.1,0.021739130434782608,0.0,0.782608695652174,0.6,6.0,9.0,2,18.5,0.0,1.0,18.5,23.5,1.8,197,1998,7,7,0,5,2.0,1,13,0,0,0,1,1
76,24,15.791666666666666,16.34857579194861,16.666666666666668,16.2,16.833333333333332,0.0,0.0,0.0,0.20833333333333334,0.7083333333333334,0.6,16.333333333333332,0.5416666666666666,29.0,0.0,1,22.0,22.0,0,0.0,1.0,22.0,17.5,14.0,15.6,4.0,15.3,20.0,1.0,87.7565,14.134986214637777,24,46,15.847826086956522,2.0,15.1,0.021739130434782608,0.0,0.782608695652174,0.6,6.0,9.0,2,18.5,0.0,1.0,18.5,23.5,1.8,197,1998,7,7,0,6,1.0,11,20,0,0,0,0,1
75,23,13.826086956521738,12.823285920300702,12.666666666666666,14.4,14.666666666666666,0.0,0.0,0.0,0.2608695652173913,0.5652173913043478,0.4,17.304347826086957,3.4782608695652173,18.0,2.0,1,6.0,6.0,0,0.0,0.0,6.0,17.53846153846154,14.666666666666666,15.8,5.4,18.5,18.0,1.0,87.792,8.840161165578985,18,414,16.47342995169082,0.0,14.8,0.0,0.0,0.6328502415458938,0.5,0.0,11.0,23,15.826086956521738,0.0,0.6086956521739131,14.411006293108306,23.5,1.8,197,1998,7,7,0,7,0.0,11,18,0,0,0,0,1
73,22,14.681818181818182,16.661566743639924,16.0,15.2,15.2,0.0,0.0,0.0,0.13636363636363635,0.5909090909090909,0.8,18.727272727272727,4.045454545454546,18.0,0.0,1,20.0,20.0,0,0.0,1.0,20.0,19.6,20.0,20.0,8.2,13.5,22.0,1.0,94.846,13.209880890823184,25,863,13.106604866743917,0.0,15.1,0.08922363847045191,0.026651216685979143,0.5040556199304751,0.6,21.0,5.0,40,13.025,0.025,0.55,13.617362064287128,23.5,1.8,197,1998,7,7,0,8,0.0,11,22,0,0,0,0,1
64,56,14.821428571428571,14.306795284221742,14.333333333333334,16.4,16.666666666666668,1.0,0.0,0.0,0.2857142857142857,0.625,0.8,18.571428571428573,3.75,21.0,0.0,3,14.0,8.0,0,0.0,0.6666666666666666,13.490125738168066,20.405405405405407,21.0,21.4,-0.6,15.7,19.0,1.0,86.81,14.259006795601088,21,446,14.105381165919283,4.0,15.4,0.017937219730941704,0.0,0.5246636771300448,0.7,5.0,9.0,25,15.28,0.0,0.56,13.111789498009006,23.5,1.8,197,1998,7,7,0,9,0.0,11,19,0,0,0,0,1
35,39,6.17948717948718,6.392207464106132,5.0,7.8,7.333333333333333,6.0,0.48717948717948717,0.28205128205128205,0.7435897435897436,0.28205128205128205,0.2,3.4615384615384617,-2.717948717948718,2.0,78.0,2,10.5,2.0,1,0.5,0.5,11.08823334347298,3.45,5.0,4.0,2.6,2.8,6.0,1.0,88.3365,6.863196496634702,3,667,9.415292353823089,10.0,8.6,0.3658170914542729,0.15442278860569716,0.38980509745127434,0.2,23.0,4.0,39,10.333333333333334,0.358974358974359,0.46153846153846156,9.669530998881381,23.5,1.8,197,1998,7,7,0,10,0.0,16,6,0,0,0,0,1
74,6,15.166666666666666,16.2234709375,14.666666666666666,15.2,15.166666666666666,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.6,19.166666666666668,4.0,16.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,18.666666666666668,18.666666666666668,18.666666666666668,-1.0,18.5,21.0,1.0,93.1715,7.52556802791931,18,414,16.47342995169082,0.0,14.8,0.0,0.0,0.6328502415458938,0.5,0.0,11.0,23,15.826086956521738,0.0,0.6086956521739131,14.411006293108306,23.5,1.8,197,1998,7,7,0,11,0.0,10,21,1,0,0,0,0
71,96,9.416666666666666,10.972061821497718,11.666666666666666,11.0,10.5,0.0,0.4270833333333333,0.21875,0.5833333333333334,0.375,0.6,4.864583333333333,-4.552083333333333,30.0,0.0,6,9.833333333333334,1.0,3,0.5,0.3333333333333333,8.830490816695756,5.0576923076923075,2.3333333333333335,2.4,-0.8,9.1,10.0,1.0,89.969,7.651482465556425,17,240,13.679166666666667,0.0,12.9,0.025,0.0,0.5458333333333333,0.6,13.0,5.0,14,11.785714285714286,0.21428571428571427,0.42857142857142855,11.341485613366592,23.5,1.8,197,1998,7,7,0,12,0.0,10,10,1,0,0,0,0
44,65,10.307692307692308,13.487612953884762,13.666666666666666,13.8,13.0,0.0,0.07692307692307693,0.015384615384615385,0.5692307692307692,0.3230769230769231,0.6,12.569230769230769,2.2615384615384615,11.0,9.0,4,10.0,4.0,0,0.0,0.5,10.116785549944112,12.510204081632653,14.0,12.6,-3.4,13.1,15.0,1.0,89.232,7.178464980820183,20,46,11.695652173913043,0.0,13.6,0.043478260869565216,0.0,0.45652173913043476,0.6,21.0,6.0,2,8.5,0.0,0.5,8.5,23.5,1.8,197,1998,7,7,0,13,0.0,20,15,1,0,0,0,0
49,72,10.73611111111111,11.217700053667652,11.0,9.4,8.333333333333334,4.0,0.125,0.013888888888888888,0.5972222222222222,0.4305555555555556,0.2,8.027777777777779,-2.7083333333333335,7.0,2.0,4,16.25,4.0,0,0.0,0.75,15.146819401166493,8.096153846153847,5.666666666666667,7.4,-7.6,2.8,7.0,1.0,90.0845,7.82147203273538,3,667,9.415292353823089,10.0,8.6,0.3658170914542729,0.15442278860569716,0.38980509745127434,0.2,23.0,4.0,39,10.333333333333334,0.358974358974359,0.46153846153846156,9.669530998881381,23.5,1.8,197,1998,7,7,0,14,0.0,20,7,1,0,0,0,0
14,64,9.5,8.21382060236952,7.0,5.8,5.166666666666667,23.0,0.296875,0.0625,0.578125,0.453125,0.2,5.640625,-3.859375,7.0,14.0,4,9.5,4.0,0,0.0,0.25,9.261662544136847,5.155555555555556,5.0,4.8,2.2,8.7,1.0,1.0,88.9345,7.221324946318691,1,913,10.171960569550931,59.0,5.1,0.28696604600219056,0.11829134720700986,0.41511500547645125,0.2,0.0,12.0,38,10.894736842105264,0.2631578947368421,0.47368421052631576,12.27673438099954,23.5,1.8,197,1998,7,7,0,15,0.0,37,1,1,0,0,0,0
65,122,12.672131147540984,10.258902422166608,11.333333333333334,12.6,11.5,0.0,0.04918032786885246,0.01639344262295082,0.47540983606557374,0.48360655737704916,0.6,12.918032786885245,0.2459016393442623,14.0,5.0,8,16.625,5.0,0,0.0,0.5,14.172302493793772,11.442307692307692,6.333333333333333,8.6,-1.8,11.2,12.0,1.0,87.3025,7.08942385473659,15,175,12.565714285714286,3.0,10.5,0.017142857142857144,0.0,0.5028571428571429,0.4,12.0,7.0,10,14.0,0.0,0.5,13.638386434583117,23.5,1.8,197,1998,7,7,0,16,0.0,20,12,1,0,0,0,0
63,58,12.189655172413794,11.986249974790486,11.0,14.4,14.333333333333334,3.0,0.0,0.0,0.39655172413793105,0.4827586206896552,0.6,15.810344827586206,3.6206896551724137,32.0,0.0,3,11.0,7.0,0,0.0,0.6666666666666666,11.220748974281102,15.487179487179487,20.333333333333332,18.2,2.6,15.7,17.0,1.0,87.785,10.6662377951415,21,446,14.105381165919283,4.0,15.4,0.017937219730941704,0.0,0.5246636771300448,0.7,5.0,9.0,25,15.28,0.0,0.56,13.111789498009006,23.5,1.8,197,1998,7,7,0,17,0.0,3,17,1,0,0,0,0
57,105,11.542857142857143,3.936606327748499,6.333333333333333,4.4,3.8333333333333335,36.0,0.2,0.047619047619047616,0.5142857142857142,0.4666666666666667,0.2,9.457142857142857,-2.085714285714286,26.0,0.0,6,17.666666666666668,5.0,0,0.0,0.8333333333333334,17.157271648129182,7.1,7.0,6.4,-4.6,8.7,2.0,1.0,86.1565,7.231817402459012,1,913,10.171960569550931,59.0,5.1,0.28696604600219056,0.11829134720700986,0.41511500547645125,0.2,0.0,12.0,38,10.894736842105264,0.2631578947368421,0.47368421052631576,12.27673438099954,23.5,1.8,197,1998,7,7,0,18,0.0,6,2,1,0,0,0,0
23,23,13.521739130434783,13.894740411300514,11.0,14.8,15.5,0.0,0.043478260869565216,0.0,0.34782608695652173,0.6086956521739131,0.6,8.869565217391305,-4.6521739130434785,11.0,13.0,1,17.0,17.0,0,0.0,1.0,17.0,7.076923076923077,5.0,6.2,-1.2,9.1,5.0,1.0,87.7855,12.811350168261095,17,240,13.679166666666667,0.0,12.9,0.025,0.0,0.5458333333333333,0.6,13.0,5.0,14,11.785714285714286,0.21428571428571427,0.42857142857142855,11.341485613366592,23.5,1.8,197,1998,7,7,0,19,0.0,6,5,1,0,0,0,0
55,142,10.753521126760564,9.521599733019556,9.333333333333334,8.4,8.833333333333334,3.0,0.21830985915492956,0.007042253521126761,0.5563380281690141,0.43661971830985913,0.2,7.112676056338028,-3.640845070422535,9.0,8.0,8,8.625,1.0,5,0.625,0.375,6.875432809666259,6.32,10.333333333333334,7.4,1.2,11.2,9.0,1.0,89.3445,6.975784210294725,15,175,12.565714285714286,3.0,10.5,0.017142857142857144,0.0,0.5028571428571429,0.4,12.0,7.0,10,14.0,0.0,0.5,13.638386434583117,23.5,1.8,197,1998,7,7,0,20,0.0,4,9,1,0,0,0,0
15,20,12.45,12.368110458361388,12.0,13.4,13.166666666666666,0.0,0.0,0.0,0.4,0.4,0.6,14.4,1.95,15.0,3.0,1,16.0,16.0,0,0.0,1.0,16.0,15.461538461538462,10.0,13.6,-3.6,13.1,14.0,1.0,88.241,13.216164764259416,20,46,11.695652173913043,0.0,13.6,0.043478260869565216,0.0,0.45652173913043476,0.6,21.0,6.0,2,8.5,0.0,0.5,8.5,23.5,1.8,197,1998,7,7,0,21,0.0,4,14,1,0,0,0,0
68,6,14.666666666666666,13.444499687500004,12.333333333333334,13.4,14.666666666666666,0.0,0.0,0.0,0.0,0.5,0.4,16.5,1.8333333333333333,21.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,14.333333333333334,14.333333333333334,14.333333333333334,-6.0,13.5,16.0,1.0,90.233,5.482060557131894,25,863,13.106604866743917,0.0,15.1,0.08922363847045191,0.026651216685979143,0.5040556199304751,0.6,21.0,5.0,40,13.025,0.025,0.55,13.617362064287128,23.5,1.8,197,1998,7,7,0,22,0.0,7,16,1,0,0,0,0
30,109,7.238532110091743,4.41228918335407,4.666666666666667,3.4,5.285714285714286,30.0,0.5412844036697247,0.26605504587155965,0.6880733944954128,0.3211009174311927,0.0,3.4862385321100917,-3.7522935779816513,14.0,4.0,6,8.0,1.0,4,0.6666666666666666,0.3333333333333333,7.631560055441714,2.64,1.3333333333333333,1.4,-7.0,6.8,2.0,1.0,86.034,8.274581933101588,6,1431,9.574423480083857,46.0,4.7,0.2941998602375961,0.08106219426974144,0.4227812718378756,0.1,65.0,1.0,14,10.357142857142858,0.2857142857142857,0.42857142857142855,10.303521802822985,23.5,1.8,198,1998,8,8,0,1,10.0,1,2,0,1,1,1,1
